MapId,Win Rate,Loss Rate,Draw Rate
2101471385,540,338,122
2076249726,27,61,912
204994501,670,301,29
2035296491,407,517,76
1336497449,103,32,865
1571773413,414,352,234
1004201160,441,495,64
1305473536,406,263,331
338236254,340,367,293
2099000919,361,620,19
1997861440,593,397,10
938102232,588,381,31
1168980725,598,346,56
1123999807,30,39,931
1701004327,581,371,48
1679266448,616,163,221
2078356328,443,552,5
1507401604,84,80,836
1242769207,279,247,474
2061420035,536,422,42
904788927,567,285,148
1987347409,423,567,10
818325692,321,609,70
1924497433,509,489,2
815958638,508,491,1
1239331347,355,631,14
847740115,198,368,12

