MapId,Win Rate,Loss Rate,Draw Rate
274047420,627,343,30
574707155,500,464,36
1833482193,572,411,17
543726510,146,231,623
933641875,647,337,16
890754654,426,434,140
218043266,531,452,17
197670817,489,367,144
1372523648,476,513,11
1052020189,321,631,48
2146705410,255,664,81
670429494,584,396,20
713148470,532,393,75
523780677,283,57,660
1503331767,16,4,980
1641491150,229,529,242
1024221900,565,425,10
1192679411,725,234,41
2123030293,186,687,127
2085246111,494,418,88
232845181,428,443,129
792386140,358,558,84
1414778821,218,760,22
1641328594,31,52,14

