MapId,Win Rate,Loss Rate,Draw Rate
0,0,0,1
2085327003,414,296,290
2140332838,550,333,117
1654883727,453,536,11
1444569903,469,444,87
408530065,483,307,210
1305490360,585,404,11
1753819842,47,69,884
1178736078,436,507,57
443672267,397,508,95
142192690,624,370,6
295658268,556,201,243
1785250491,420,504,76
1941352783,1,1,998
1725392219,586,316,98
171563670,712,249,39
1208049353,311,675,14
1024761814,484,507,9
28028570,304,338,358
1608419743,478,497,25
593815553,255,633,112
480508196,371,502,127
949629195,251,726,23
1373712568,223,442,335
1645212316,116,60,824
1378976575,457,487,56
2147285964,567,329,104
1065641290,603,292,105
1295381866,447,411,142
1279211132,332,616,52
1783705408,427,444,129
626647600,465,501,34
140410128,20,16,512

