MapId,Win Rate,Loss Rate,Draw Rate
32462031,57,52,891
115178098,640,265,95
2015393423,323,572,105
1977552159,43,20,937
298476084,434,234,332
187983166,484,337,179
1807935396,457,485,58
2071669714,519,465,16
347872185,491,465,44
1146737871,324,118,558
2133492534,280,688,32
1278587546,580,394,26
1885728899,519,476,5
1744856211,415,523,62
2111372046,503,445,52
341312945,601,343,56
279489518,544,325,131
2119285175,576,361,63
1842457775,485,458,57
1798154378,500,350,150
728784889,220,109,671
126107243,759,185,56
945129957,584,382,34
421910189,487,342,171
1081567783,9,12,979
646461789,313,616,71
1445869475,386,530,84
1533323394,292,650,58
301726252,233,514,253
1429396387,92,143,765
1478221603,347,583,70
900286648,358,552,90
34746776,377,193,430
930864851,715,275,10
208082167,43,36,921
2026483610,389,273,338
575053825,365,596,39
324252412,443,143,414
1766668340,658,325,17
1296067535,745,213,42
2065284203,401,410,189
1205342187,257,213,530
2109949594,390,219,391
150637760,20,27,953
1638077330,55,17,116

