MapId,Win Rate,Loss Rate,Draw Rate
235630088,682,220,98
2013337254,851,146,3
1466353056,499,434,67
1224527512,586,390,24
952583195,302,582,116
11109506,525,269,206
246843780,611,356,33
2092003022,347,641,12
1165393575,56,81,863
323527344,385,465,150
63050643,341,644,15
556972148,321,639,40
1497161688,396,585,19
89308658,672,255,73
628777977,507,483,10
726139957,742,248,10
614969695,323,646,31
306202570,522,392,86
1766314213,427,434,139
1745718474,228,608,164
861805961,167,366,467
1800314494,470,513,17
2016965846,369,490,141
916718520,542,433,25
1780602895,414,256,330
60381583,522,457,21
1745771727,650,254,96
204923231,471,496,33
1787241151,544,425,31
1323703451,525,218,257
1570651044,701,291,8
415372526,0,2,998
146858335,524,471,5
1640399390,455,291,254
1510094642,88,51,861
197163743,488,495,17
1203423565,202,350,448
1564297762,413,561,26
1880972048,357,78,565
1554334795,586,413,1
1861097309,298,632,70
1487323585,516,428,56
1294326075,68,30,902
2101747547,423,457,120
310853059,342,476,182
94224236,635,215,150
1615550288,293,318,389
171073552,594,158,229

