MapId,Win Rate,Loss Rate,Draw Rate
0,0,0,1
2085467035,271,686,43
1870526105,531,418,51
533989659,91,36,873
1739173202,537,280,183
413237892,496,481,23
1571014894,151,76,773
1791718964,238,736,26
359229721,391,532,77
729751665,717,172,111
1331126528,736,177,87
1242155723,512,456,32
1178920640,462,474,64
666257999,519,391,90
1989564132,445,549,6
385663750,477,458,65
500320021,95,80,825
1089827560,404,537,59
1559296811,327,128,545
1676385519,550,431,19
495251183,332,89,579
563964544,450,355,195
730055187,556,369,75
1041131445,0,0,1000
382340276,54,85,861
199171532,271,373,356
858393209,54,204,742
1301534958,554,414,32
1326426514,326,372,302
1762369142,338,209,53

