MapId,Win Rate,Loss Rate,Draw Rate
1811231051,613,101,286
83363701,297,317,386
1404837292,507,148,345
1800457366,30,36,934
1232322460,31,52,917
1332263181,524,401,75
1489348340,459,504,37
674497609,95,62,843
1416756191,580,399,21
363166221,694,192,114
415318930,495,247,258
1552927010,750,212,38
404370972,200,767,33
368805406,650,341,9
135484370,505,472,23
770813563,449,152,399
228709066,489,73,438
1557492173,662,211,127
498791331,2,0,998
158249549,235,43,722
1148014623,253,595,152
477488877,190,279,531
1698507483,74,112,814
1168706043,534,207,259
2058182720,448,199,353
1209549828,307,157,116

