MapId,Win Rate,Loss Rate,Draw Rate
165053502,489,319,192
74138039,446,523,31
1471353911,483,495,22
60942526,245,351,404
1495951500,3,0,997
845436752,597,363,40
712759456,333,621,46
987846846,306,610,84
489470844,622,240,138
1114122156,348,627,25
319955316,310,673,17
1349090296,186,796,18
788365072,610,270,120
235271978,396,305,299
1091101656,635,350,15
295363238,482,479,39
1027193788,409,416,175
704977091,477,327,196
220404756,596,359,45
1072083743,392,427,181
1041789274,215,768,17
1939709850,145,191,664
429232637,101,82,817
1311237647,514,481,5
917076521,705,284,11
1975319774,238,736,26
1224658552,418,379,203
1682613759,150,171,679
124789390,425,379,196
54056626,530,364,106
559270755,530,454,16
907184469,653,304,43
1477377495,609,152,239
1161932234,561,425,14
969329871,270,299,431
568060307,313,427,260
1421475680,688,269,43
899168823,413,555,32
2028084579,501,351,148
306501228,373,606,21
182933391,642,335,23
476518425,670,310,20
175138582,637,287,76
100252061,249,672,79
1591627390,639,143,218
1661116979,513,433,54
449152247,482,345,173
1436873789,528,464,8
1275019932,556,364,80
652923342,120,213,343

