MapId,Win Rate,Loss Rate,Draw Rate
26066818,411,561,28
303993865,125,238,637
576583255,265,80,655
1228125392,255,574,171
1981044787,389,193,418
977899928,517,378,105
1785141165,494,490,16
1497741877,327,651,22
1137745160,425,189,386
526128875,429,313,258
588248061,500,208,292
1091433686,153,537,310
1745047416,320,576,104
1860067096,567,189,244
1096315142,481,317,202
1642820756,782,208,10
1522480010,395,534,71
1257058634,675,301,24
439281649,334,636,30
1715978105,65,71,864
1700116465,337,573,90
376439986,323,657,20
1472750173,401,456,143
1409058243,611,304,85
1420379795,422,543,35
1800344898,450,498,52
31918213,359,598,43
1991296679,610,361,29
1868936038,479,478,43
2045754358,238,719,43
488299206,572,366,62
1410613681,7,4,989
1113330881,500,479,21
1392956137,506,245,249
821988124,384,411,205
354055616,425,415,160
1072275522,13,17,970
2015712935,332,531,137
859535286,435,564,1
1522860952,374,231,395
2122334055,674,289,37
467828226,428,407,165
203246814,493,380,127
1281223024,232,617,151
1064458592,647,335,18
89994788,449,522,29
1705845056,586,406,8
399748253,737,247,16
1531069166,634,147,219
258126833,233,426,38

