MapId,Win Rate,Loss Rate,Draw Rate
1930858660,746,205,49
659221098,650,340,10
428013279,293,504,203
1379161817,663,231,106
859510977,348,254,398
1692362805,267,693,40
2059950047,582,377,41
538400519,135,798,67
37263660,501,472,27
826384632,0,0,1000
170345870,435,360,205
2068182911,552,73,375
8360925,142,78,780
488459577,378,571,51
169563820,409,588,3
296561617,69,18,913
485790869,365,471,164
787182681,335,469,196
1519116435,704,264,32
2044059280,451,517,32
307409274,479,306,215
919687704,393,574,33
865965067,502,337,161
640679730,425,567,8
1968851066,34,21,945
180073000,275,120,605
1899832906,415,148,437
1804662295,433,531,36
1149269930,267,256,72

