MapId,Win Rate,Loss Rate,Draw Rate
2003400633,501,433,66
194641611,601,259,140
2082742394,522,360,118
890127175,332,630,38
586879531,431,87,482
649109537,271,646,83
238453364,358,380,262
382294589,526,372,102
734002832,467,384,149
1675899202,432,297,271
515187718,591,391,18
829435941,385,394,221
1926253094,611,358,31
1773559368,629,321,50
1241489800,528,259,213
1739730476,385,605,10
702776527,2,1,997
236861832,670,322,8
1638226684,221,241,538
1870489661,414,353,233
1727430732,343,480,177
93924851,549,416,35
22541312,5,5,990
40073393,540,335,125
929805363,445,555,0
1999303180,561,421,18
964662289,457,284,259
93589660,200,420,380
1626532142,421,304,275
388204190,232,720,48
1176534120,175,760,65
1649754811,65,15,44

