MapId,Win Rate,Loss Rate,Draw Rate
1785761786,582,403,15
1564487649,351,608,41
1825283386,754,179,67
1990457709,365,600,35
360719472,422,518,60
164035304,236,162,602
340949708,552,440,8
14906515,453,415,132
303565496,514,414,72
1736450570,488,394,118
597189805,69,43,888
1796590804,8,11,981
1753757802,439,268,293
1071808720,506,265,229
662174502,434,297,269
799427172,141,245,614
1572449702,823,160,17
1071170459,525,416,59
331422356,311,165,524
680340862,448,527,25
93991524,470,344,186
504482072,118,91,791
1115047679,628,355,17
78146756,348,561,91
809942712,458,497,45
1507656305,235,372,173

