MapId,Win Rate,Loss Rate,Draw Rate
33498481,443,96,461
1402867704,452,531,17
1945980375,542,110,348
936855582,229,630,141
1083072594,619,334,47
551370344,188,98,714
1382018567,418,562,20
504691699,410,413,177
378707530,631,239,130
1983419031,598,384,18
215646649,64,72,864
305965171,602,370,28
798491291,745,245,10
83084722,395,569,36
580510043,397,521,82
1134750402,418,577,5
1352652212,524,352,124
1656333443,427,461,112
23648347,249,510,241
2035695179,575,418,7
779028925,236,219,545
564501863,361,570,69
315987599,679,229,92
2094279201,424,532,44
1614851807,4,1,995
1600544036,394,553,53
510859263,315,183,502
2088796746,534,97,369
598334632,502,464,34
1176805452,548,435,17
1016762379,711,197,92
1104969091,399,578,23
234971554,686,256,58
541728976,40,6,954
430737248,354,487,159
1197115488,645,259,96
1712354738,525,458,17
841403691,439,554,7
2101573291,391,584,25
447367521,409,184,407
1313007927,562,415,23
929772883,265,526,209
2101196957,384,606,10
961176247,549,439,12
1300382747,120,215,665
1341008866,637,342,21
1502000458,248,56,696
829541865,610,198,4

