MapId,Win Rate,Loss Rate,Draw Rate
79936195,533,333,134
394343327,674,267,59
1102590436,616,374,10
400698343,641,320,39
1726366815,486,510,4
1031199815,285,653,62
1309452707,445,487,68
1795451242,236,373,391
570093797,691,218,91
1114777836,532,437,31
2005968816,638,313,49
625704324,572,406,22
105382641,311,672,17
855699124,468,492,40
1670404434,742,229,29
836824486,396,335,269
1268477053,409,320,271
527423465,502,479,19
1998121138,245,721,34
816895663,643,354,3
1949900285,576,422,2
1547581310,393,581,26
804169395,337,659,4
415305052,617,360,23
1743149884,617,364,19
408480910,302,680,18
3254368,563,354,83
1697518419,6,5,2

