MapId,Win Rate,Loss Rate,Draw Rate
50503814,419,449,132
894699881,141,323,536
1378139228,674,192,134
187980014,787,148,65
2099735292,648,309,43
1411107995,800,181,19
674281640,438,532,30
307366193,428,244,328
1219976170,468,506,26
1538447996,322,636,42
681193397,377,279,344
425613319,401,468,131
215973537,406,350,244
844203861,220,769,11
1509360772,651,264,85
687858588,439,519,42
1037309190,529,363,108
497710076,409,421,170
1148863164,153,832,15
1368827489,411,273,316
1113937043,444,550,6
500993636,631,355,14
25404924,457,536,7
618188530,11,77,912
853178093,42,13,4

