MapId,Win Rate,Loss Rate,Draw Rate
68901236,184,812,4
326223170,81,131,788
243829334,590,406,4
2056399689,432,533,35
1139571597,565,356,79
45145881,483,512,5
1343213130,372,450,178
906907493,441,501,58
227694904,449,532,19
969851508,293,541,166
508170645,533,394,73
1069452460,571,383,46
1740845956,774,217,9
2043857606,305,560,135
874591850,399,560,41
651266098,402,459,139
1454018310,444,319,237
474572305,372,607,21
1619214590,37,8,955
269049915,38,60,902
1206246306,296,684,20
324248111,381,541,78
11040041,352,627,21
293607935,258,190,100

