MapId,Win Rate,Loss Rate,Draw Rate
218379630,623,354,23
2081254642,537,395,68
81712267,329,642,29
2097454680,452,530,18
412268434,298,630,72
1819183645,498,477,25
1240800026,379,578,43
1793507656,458,497,45
1954647995,244,447,309
94215260,325,654,21
1352584308,653,286,61
510851861,34,16,950
1636525341,465,517,18
392146316,50,45,905
1921286359,274,234,492
718301322,9,17,974
841298457,523,452,25
1928065190,38,18,944
580864675,173,662,165
865372578,547,404,49
1490809507,764,189,47
679399141,560,433,7
1650334495,658,225,117
1669774108,210,350,16

