MapId,Win Rate,Loss Rate,Draw Rate
211141774,1,0,999
446904563,566,376,58
790301318,653,324,23
1654368068,310,547,143
134767477,410,413,177
366303106,429,540,31
463264445,15,25,960
203537863,241,96,663
1369041326,307,467,226
1952551243,843,148,9
1672905348,205,774,21
1036251153,680,298,22
1781370176,466,527,7
1434301006,455,530,15
2044911526,303,136,561
646216604,636,342,22
535287371,700,285,15
857826041,347,500,153
1093721762,473,501,26
195825412,542,441,17
491583339,42,15,943
1584359193,473,498,29
499894127,315,130,49

