MapId,Win Rate,Loss Rate,Draw Rate
4810644,17,9,974
258492841,566,383,51
307218702,590,401,9
508586062,254,680,66
1472094418,424,359,217
446706353,843,67,90
1545017236,323,640,37
625357981,557,406,37
1350188319,581,28,391
488865714,251,110,639
1954979994,542,453,5
1589810894,458,534,8
2020854713,598,379,23
531986407,591,395,14
1225858159,635,343,22
891522667,407,565,28
2052271998,536,443,21
2066755689,416,551,33
1611805028,329,584,87
510979846,747,233,20
960040204,585,216,199
913374006,644,282,74
1186849093,771,201,28
1934552186,243,745,12
763984198,400,571,29
349800354,555,412,33
748083818,567,430,3
260657001,666,249,85
632942037,298,178,524
1559750424,177,794,29
567186627,705,216,79
266598512,499,480,21
1119793270,586,310,104
192927987,561,432,7
1411776955,535,463,2
1361024212,587,395,18
392030933,473,490,37
543375214,35,7,958
1827973619,617,154,229
1108017051,292,22,686
1847223501,363,578,59
88818367,326,337,337
411414797,223,122,655
2089596007,488,386,126
687706556,434,513,53
132801579,421,526,53
1474876817,342,328,330
694714895,698,280,22
454702807,563,415,22
126031994,91,223,686
199036112,855,130,15
982764234,194,86,54

