MapId,Win Rate,Loss Rate,Draw Rate
73407637,606,356,38
1745731738,527,379,94
780866841,94,123,783
1327605117,413,527,60
63725337,430,558,12
1555228778,472,279,249
1975051566,236,747,17
1675858793,439,550,11
392567387,126,164,710
1351095428,352,152,496
1618646439,389,351,260
715628414,64,143,793
213863075,658,316,26
1945469603,548,168,284
225476454,322,645,33
986814751,532,456,12
224884433,665,318,17
915523448,449,111,440
1414891580,347,515,138
1806107880,165,107,728
1159924133,600,360,40
1054429828,236,305,159

