MapId,Win Rate,Loss Rate,Draw Rate
1847824036,395,507,98
1192898689,356,152,492
2051720115,209,305,486
586484887,476,374,150
2092428771,488,343,169
364395923,571,260,169
1599503038,5,13,982
1535376023,569,415,16
1451836185,259,448,293
1378418732,21,9,970
412612071,420,408,172
874181780,543,396,61
1094214010,205,170,625
663469490,733,237,30
1751284403,420,566,14
2027941435,400,580,20
290294314,461,457,82
1493151845,320,589,91
960873167,624,234,142
1009552804,381,602,17
974058800,335,622,43
1039519199,447,343,210
1733355978,386,530,84
1151442127,639,274,87
438235829,331,592,77
828633917,505,471,24
1996299398,283,560,157
1641023871,125,71,804
941087713,406,159,435
1875647645,175,253,247

