MapId,Win Rate,Loss Rate,Draw Rate
153742079,395,582,23
98392103,532,461,7
1908409883,471,503,26
1786306902,319,420,261
1435847917,370,583,47
389771467,216,262,522
1143350007,235,424,341
677460807,321,293,386
1243445568,475,521,4
1851085860,605,336,59
2122192430,414,155,431
2058865839,497,490,13
218707155,532,393,75
574197583,491,349,160
1425651545,433,209,358
1051821554,82,35,883
306148002,813,151,36
621886951,677,274,49
1395418136,456,411,133
1063250273,444,546,10
1513653791,523,463,14
627165052,534,324,142
1128500076,208,783,9
283426491,90,24,247

