MapId,Win Rate,Loss Rate,Draw Rate
1783621297,441,359,200
1838739353,356,543,101
2004511226,594,315,91
545939043,374,544,82
688484844,508,482,10
101693160,28,52,920
547867662,560,300,140
1341882283,495,144,361
1784655723,315,428,257
1442895874,315,394,291
445477642,1,1,998
759494319,194,186,620
1039818318,603,342,55
1217620711,586,396,18
1848980802,417,576,7
686240717,507,448,45
1890587199,115,235,650
1873776401,724,245,31
422008575,43,37,920
111151113,310,487,203
2117989505,0,0,1000
1523005213,782,198,20
974336955,649,348,3
210394185,546,445,9
1538847079,18,2,642

