MapId,Win Rate,Loss Rate,Draw Rate
332204277,534,461,5
868832626,470,475,55
399932072,375,596,29
832745885,486,462,52
2055166398,347,637,16
1963945240,534,456,10
963002428,544,440,16
2137339167,484,502,14
2123638438,218,715,67
474053505,420,520,60
242417959,386,525,89
1535546122,396,540,64
1618522009,360,628,12
1480168568,579,403,18
425885044,468,151,381
1691677075,631,365,4
211936085,575,395,30
226465298,677,306,17
951338626,583,399,18
363049895,580,365,55
333964868,474,312,214
603793518,412,156,432
1474718279,501,451,48
1627937154,672,283,45
1259660560,523,472,5
1113165855,463,503,34
125980580,93,77,830
832038280,48,39,913
6302897,2,1,31

