MapId,Win Rate,Loss Rate,Draw Rate
64516553,485,505,10
1484691035,561,409,30
546557989,653,189,158
891717071,604,384,12
1396922292,632,302,66
1924706367,117,401,482
1213888901,60,97,843
1398248470,112,105,783
777812782,106,37,857
688906455,335,610,55
1401436631,419,478,103
70172273,466,400,134
1134589789,319,582,99
662052822,356,486,158
1637139412,554,436,10
921244781,391,593,16
1732636857,359,611,30
1685325300,373,622,5
1684682841,296,334,370
766554420,507,426,67
213691726,167,190,643
762215015,17,32,138

