MapId,Win Rate,Loss Rate,Draw Rate
240346929,350,414,236
1522389176,283,697,20
1807466243,417,297,286
331850215,331,532,137
156931209,12,8,980
485614145,419,555,26
1260498307,303,282,415
260683343,706,264,30
1306991540,422,461,117
114456625,594,396,10
683294750,340,64,596
872140320,660,314,26
818056311,521,368,111
116244325,537,453,10
946200866,402,595,3
1377817273,592,303,105
789066280,218,306,476
652751505,617,334,49
1815069640,0,0,1000
1162426722,776,117,107
938553158,90,100,810
997337641,624,316,60
1390173033,678,263,59
2044492260,628,361,11
1896301820,563,428,9
143172422,600,362,38
2133942210,343,651,6
1350005960,388,430,182
966235052,493,467,40
2016108952,308,607,85
1971053962,596,374,30
1641566536,619,254,127
1972811435,547,265,188
1552872328,557,422,21
1354097592,274,652,74
942546323,380,550,70
1647540887,438,532,30
1055076991,468,482,50
839659225,9,10,981
1370079479,451,511,38
968252136,715,257,28
1556497992,479,327,194
1815060255,13,11,0

