MapId,Win Rate,Loss Rate,Draw Rate
1831060918,578,371,51
1416826520,313,621,66
1336814022,561,311,128
1073805356,444,547,9
1115744959,381,511,108
846479171,449,437,114
2067422317,255,61,684
542880333,411,197,392
442236290,659,250,91
166576715,409,556,35
1125165368,361,440,199
1077521491,559,261,180
241513053,526,443,31
1226520461,427,190,383
274188673,587,394,19
702904981,565,421,14
1049136282,245,266,489
202149840,193,48,759
415469288,548,435,17
1332492948,396,237,367
771002871,517,476,7
1018567111,587,398,15
1865663048,668,301,31
1160479202,576,313,111
1010559463,6,12,982
1642009729,351,624,25
212801709,327,627,46
1316535907,377,594,29
688614328,524,456,20
1817751989,513,466,21
1854187759,446,513,41
1702513052,582,395,23
1607804216,352,235,22

