MapId,Win Rate,Loss Rate,Draw Rate
198001550,385,368,247
1347289216,507,346,147
2075193589,429,513,58
1078577654,297,127,576
102513417,526,460,14
1279379804,237,193,570
300730567,677,296,27
435854176,514,438,48
1754080520,382,590,28
525222412,662,335,3
419723037,470,504,26
1388315094,601,242,157
1465179313,276,704,20
2070101861,128,607,265
971193023,632,122,246
632599872,161,822,17
1506654869,475,371,154
1724500549,646,342,12
1257308690,246,138,616
234735908,187,90,723
1578441119,383,431,186
1284756913,467,439,94
1043562407,79,261,660
869517844,546,416,38
1001878708,531,439,30
1420740661,263,340,397
306729676,268,436,296
2069480658,347,308,345
749232901,318,564,118
989109105,381,392,227
1007363061,266,459,275
695067206,97,11,892
1518724240,577,264,159
1055407518,568,366,66
1554119159,244,414,342
1341527341,325,300,375
58520159,516,445,39
736380192,203,787,10
2093134226,408,460,132
1647080878,537,415,48
408432646,247,707,46
1863314211,52,15,933
463654929,331,375,294
1487250050,699,273,28
2047065243,423,270,150

