MapId,Win Rate,Loss Rate,Draw Rate
110081029,309,619,72
717616243,456,493,51
821176366,518,350,132
566174869,336,609,55
1334271893,445,494,61
972211953,641,349,10
1410466882,103,44,853
1519822253,399,527,74
949185312,548,397,55
562911539,722,263,15
1739000065,456,507,37
522241998,470,445,85
1268387455,82,31,887
888423137,470,394,136
1061179953,459,534,7
1852881426,466,329,205
1677203025,159,709,132
253831507,583,383,34
285970361,1,0,999
370755692,487,459,54
1307580698,211,190,599
319429833,560,433,7
759794975,509,370,121
1333776250,11,5,984
2009452674,553,444,3
1817340345,154,21,825
771674475,4,5,991
1268494045,7,18,975
1297788622,466,372,162
1789308200,314,654,32
865252275,190,62,748
789953404,13,22,965
267868742,92,75,833
1262896028,209,351,440
1236909559,652,325,23
1646573831,210,69,721
665419026,14,37,949
1958538925,451,407,142
1234107393,623,320,57
2026790485,234,272,494
293195938,198,730,72
2098580116,542,449,9
365543857,438,557,5
373026090,455,525,20
345925662,99,61,96

