MapId,Win Rate,Loss Rate,Draw Rate
14577435,457,533,10
1497033218,558,435,7
1766336159,337,612,51
1087901725,303,671,26
1425948150,430,390,180
1701603952,354,302,344
958165670,468,400,132
2023668976,615,363,22
1575452865,541,436,23
286843561,574,170,256
1982901641,687,129,184
1646940802,618,354,28
1901235042,656,116,228
1424082367,515,322,163
1015227464,298,663,39
677926312,436,150,414
699792568,262,646,92
1845874326,275,706,19
568671100,605,373,22
430025771,543,443,14
794269771,598,381,21
1665083125,137,78,785
42777126,800,185,15
784346436,580,404,16
1188807755,15,17,2

