MapId,Win Rate,Loss Rate,Draw Rate
0,0,0,1
309350417,453,511,36
1844245880,226,746,28
878289685,216,349,435
557845155,553,439,8
33282813,58,30,912
1532807473,507,401,92
620005763,575,391,34
1588614385,315,501,184
1492162300,18,18,964
2141926969,631,317,52
810604052,501,407,92
904440504,245,198,557
2125347758,667,262,71
1005636855,338,615,47
451132778,348,442,210
422224540,458,225,317
1926435603,407,589,4
1685104936,220,88,692
1678012670,388,488,124
1485430968,685,310,5
958270262,596,331,73
335245802,399,474,127
481776710,291,531,178
463264966,363,182,455
1232505791,608,358,34
2132325021,587,292,121
1794113871,0,0,1000
1140304000,358,613,29
690827595,256,255,489
1341624929,22,19,959
986064424,436,442,122
1809601193,409,344,247
784506381,469,513,18
166511514,37,212,751
193097451,506,463,31
1458184509,466,490,44
973920813,336,628,36
725127404,500,480,20
1329679067,144,318,538
454047960,377,356,267
1536516061,425,322,253
1896772810,458,414,128
860437640,319,58,623
1746882285,547,404,49
1071743364,588,357,55
937512018,324,459,217
189392551,452,502,46
1351319535,92,104,108

