MapId,Win Rate,Loss Rate,Draw Rate
150631272,566,404,30
1340015613,604,370,26
586085491,287,278,435
136019735,330,274,396
1171079297,526,458,16
33855220,189,266,545
1143264757,467,510,23
1373614678,505,290,205
244498070,649,311,40
494535037,733,253,14
1263712530,533,140,327
1218217260,461,327,212
609117495,348,640,12
7741626,490,388,122
334266317,456,514,30
2000906008,760,118,122
1934111886,635,341,24
623393600,186,773,41
202578952,683,286,31
209095406,326,486,188
1568237483,95,94,811
1777108745,663,274,63
1328846110,539,446,15
239809182,288,230,10

