MapId,Win Rate,Loss Rate,Draw Rate
575265,520,469,11
792622324,404,591,5
572736700,227,304,469
2096399593,389,386,225
1334019094,275,338,387
287821709,507,479,14
1610808366,466,506,28
1587235783,268,595,137
1798773129,718,241,41
320710350,307,623,70
1566709683,231,583,186
753313545,175,148,677
177820578,566,248,186
1305551046,361,277,362
2035498320,586,394,20
45816941,133,62,805
567301173,626,360,14
1170702254,585,409,6
269146805,150,812,38
457977170,303,269,428
233727176,349,604,47
1565659018,49,54,897
1031033105,43,43,358

