MapId,Win Rate,Loss Rate,Draw Rate
294075641,255,694,51
874785716,560,382,58
1489153242,353,348,299
386825634,159,34,807
328838637,532,454,14
343954547,551,432,17
181984301,383,552,65
2127835417,551,399,50
46929142,74,29,897
353474678,584,368,48
1904316738,537,346,117
388600600,683,218,99
2098269267,570,273,157
488407306,526,299,175
10039622,480,492,28
404804142,591,403,6
808755235,786,187,27
689370180,233,181,586
1330186010,672,308,20
1764782192,340,616,44
172511659,511,439,50
1903381550,458,479,63
2076290120,372,412,216
414265029,490,145,220

