MapId,Win Rate,Loss Rate,Draw Rate
27908571,23,4,973
382539891,600,323,77
1693599711,676,229,95
93081665,301,558,141
1940857696,94,89,817
196976331,459,311,230
521946463,25,81,894
1549502587,679,185,136
1836420590,145,67,788
395424380,311,218,471
1178509230,624,232,144
526783807,1,0,999
131293099,490,501,9
1809412888,627,350,23
724026199,510,479,11
944461890,210,170,620
1273085801,471,490,39
703544508,302,176,522
712485185,144,75,781
427069816,583,383,34
2040694232,586,173,241
612103857,605,372,23
585386617,103,32,865
1518663971,643,247,110
305536347,490,491,19
464768942,579,337,84
2000734864,190,287,523
464488965,410,513,77
685911617,110,157,733
1658560509,341,295,364
1232827335,580,409,11
885111677,359,333,308
1142641274,389,200,411
37536799,704,264,32
682134089,418,540,42
621354024,147,72,781
725716022,529,448,23
482817359,224,320,456
724787289,562,408,30
2039582107,104,109,787
382292158,286,319,395
601839464,1,3,593

