MapId,Win Rate,Loss Rate,Draw Rate
1855853286,513,213,274
1172313689,409,563,28
838395990,500,414,86
713222328,473,493,34
1803435762,563,347,90
1577405175,165,313,522
20520973,116,176,708
1672229196,427,555,18
1783999137,444,523,33
779641284,350,479,171
999214609,655,308,37
2111737796,614,358,28
680469838,368,324,308
394616529,602,148,250
2014199527,539,452,9
1812247543,550,404,46
1819546566,383,427,190
687049329,591,374,35
204976311,296,258,446
1775955509,431,566,3
1775103979,335,643,22
1399403052,495,501,4
1417042323,289,514,197
1703792458,541,437,22
591334297,287,694,19
495864009,655,306,39
161787985,194,292,514
652680377,544,429,27
516821587,257,455,288
1143858860,208,80,712
2142723554,338,609,53
1073006165,92,733,175
308944085,267,185,6

