MapId,Win Rate,Loss Rate,Draw Rate
538049974,581,382,37
1806421440,293,118,589
1204008890,505,475,20
1453057870,391,444,165
791650437,163,36,801
1025543580,452,528,20
1599956793,606,219,175
276474673,24,17,959
939328425,668,244,88
1306733297,199,797,4
1904256758,3,23,974
2030583434,452,440,108
1525199737,315,607,78
1780595311,470,493,37
497072346,271,600,129
206218132,727,258,15
129553469,3,0,997
421866087,406,540,54
1094212048,544,439,17
1103690761,532,395,73
1422028413,665,230,105
1026808435,629,327,44
930403343,202,49,279

