MapId,Win Rate,Loss Rate,Draw Rate
18686510,281,407,312
2010187286,368,606,26
1588287202,666,289,45
702733182,346,623,31
1564150727,661,206,133
1410979574,620,377,3
1412931148,278,168,554
1001093872,490,495,15
92196651,851,145,4
321334717,687,276,37
620102321,331,447,222
1070904369,667,250,83
1886497699,106,33,861
1765783893,652,320,28
1536256930,106,144,750
486621572,402,518,80
1348807409,433,538,29
522456307,445,478,77
1528339016,337,363,300
521665070,829,137,34
421471540,251,214,535
2050420739,547,423,30
517726815,454,526,20
813951390,180,247,573
1092577960,90,309,601
295368017,606,151,243
355953566,676,310,14
1956826910,431,137,432
1174421160,528,453,19
732645626,88,99,813
123603508,2,3,995
450630659,602,354,44
362755613,499,470,31
261049573,264,639,97
548655542,622,370,8
111190139,456,194,350
875504856,488,349,163
264292776,343,650,7
910880392,178,612,210
687867747,494,341,165
1480271001,478,122,400
1293456417,740,248,12
4312728,218,159,623
298758502,588,364,48
1411041481,352,334,314
206532499,422,573,5
1932444297,177,105,718
1542517351,246,560,21

