MapId,Win Rate,Loss Rate,Draw Rate
1939780170,171,142,687
998037009,546,450,4
1503602610,494,465,41
1409963102,589,354,57
93666859,4,3,993
504357699,193,92,715
392032482,362,168,470
35884709,456,157,387
1996035495,172,152,676
1411662141,612,386,2
504971749,422,103,475
1685852897,26,13,961
1015475523,530,412,58
1857406864,533,397,70
1788331038,351,46,603
382007459,664,243,93
2066488311,496,394,110
660335575,1,0,999
4041900,337,587,76
917947009,48,18,934
1658246119,519,394,87
666986875,377,570,53
908975356,395,583,22
1881213768,264,713,23
786444244,391,599,10
782877745,379,281,340
1649159711,2,2,996
988118817,271,679,50
2054187572,13,11,1

