MapId,Win Rate,Loss Rate,Draw Rate
119557670,395,543,62
216771570,596,396,8
328032109,478,504,18
246218665,378,189,433
1207356428,781,198,21
1834226868,39,15,946
1663630682,667,306,27
977725944,116,91,793
1400548416,218,374,408
1965206761,287,203,510
1427228943,343,639,18
901565035,581,248,171
1410051131,572,347,81
752198835,525,457,18
1009196176,431,513,56
345919374,671,201,128
555543716,383,605,12
236694451,255,567,178
1199002582,261,367,372
1303109602,398,432,170
866948224,462,517,21
491930539,801,165,34
1542823682,715,236,49
758418384,586,287,127
1586111849,558,401,41
166831947,6,17,977
1805228334,119,70,811
1320503022,193,57,750
1918533099,453,445,102
314525610,537,344,119
217576234,414,410,176
203663881,10,8,982
1136012358,312,671,17
178221769,344,566,90
1346335178,152,62,786
1482023641,520,314,166
1446559085,217,304,479
325118992,223,186,591
1254405823,493,261,246
330995327,607,362,31
474132949,801,165,34
1338039933,367,153,480
138163205,487,330,183
586400012,76,17,794

