MapId,Win Rate,Loss Rate,Draw Rate
9868520,122,26,852
1402011073,250,135,615
1571255013,51,27,922
1596568527,433,529,38
595098743,650,219,131
125232374,24,85,891
274219928,94,79,827
162002317,1,3,996
818880099,559,320,121
152476494,795,42,163
1050119022,568,344,88
1558389513,514,390,96
1828367194,223,197,580
2124623568,677,314,9
1417867726,223,365,412
1617253747,175,51,774
230488333,182,189,629
933425678,861,132,7
2103747212,417,576,7
1204648040,533,441,26
4962798,605,370,25
385517394,301,148,551
237994689,611,322,67
875017688,397,545,58
1896492755,285,349,366
1390292849,82,365,553
716149839,558,396,46
373796575,405,575,20
846690438,606,336,58
1719188384,223,749,28
679888147,242,184,574
1430173645,399,531,70
508028318,529,124,347
677273018,783,167,50
334613633,3,0,997
934560913,280,718,2
1651304308,0,0,1000
992648502,641,178,181
2013217877,332,270,398
1486349163,425,544,31
1875110580,164,14,628

