MapId,Win Rate,Loss Rate,Draw Rate
0,0,0,1
2085226975,489,472,39
1605938709,378,588,34
2087284333,3,7,990
1795550950,416,194,390
1839214977,48,19,933
689121065,225,235,540
154533698,658,322,20
1560994455,795,160,45
2107453713,399,518,83
81776700,395,589,16
137708216,381,596,23
1133211559,218,665,117
368168977,441,418,141
1019979426,479,387,134
837163717,359,245,396
2084272723,73,49,878
785531180,299,692,9
123229342,9,17,974
909291760,332,557,111
1211063000,184,696,120
885471350,538,367,95
124363572,575,261,164
1001931968,527,276,197
172546783,414,465,121
752952725,113,96,791
403920954,198,496,306
1944578427,106,194,700
375639967,510,294,196
2089101971,32,278,245

