MapId,Win Rate,Loss Rate,Draw Rate
1819182764,66,38,896
34452916,520,474,6
278487122,96,57,847
1838863863,455,446,99
1235556283,626,338,36
1719800417,365,627,8
1703588992,322,348,330
1494970845,488,459,53
1080132416,188,408,404
1400459114,726,195,79
16504352,668,166,166
646268924,485,182,333
1604132665,396,150,454
978347430,564,357,79
480432392,590,379,31
1308246591,494,416,90
281822397,231,764,5
865115109,659,291,50
74113400,433,408,159
325593013,525,447,28
1690105265,2,1,997
1653630146,297,512,191
1569955416,456,511,33
1570808592,54,14,932
308096597,580,417,3
1632720955,656,332,12
567884401,424,441,135
43143564,434,550,16
1683573946,518,455,27
1884372412,450,458,92
1536697675,510,475,15
1300120397,58,115,323

