MapId,Win Rate,Loss Rate,Draw Rate
1815272423,454,465,81
1123030962,519,421,60
375503318,170,89,741
639999818,456,400,144
7123121,664,283,53
1102468755,480,342,178
1787866649,524,299,177
1541915107,528,426,46
452824180,387,572,41
1627834602,498,492,10
1231490187,59,44,897
606113043,325,285,390
503501603,9,4,987
745783465,93,104,803
355116,95,74,831
1355575342,566,190,244
1410440806,505,106,389
2108328334,60,138,802
1710123584,201,154,645
756692145,250,727,23
402908280,395,585,20
973865936,89,60,851
1615462559,535,337,128
808660230,5,0,995
1031600054,589,403,8
720868582,543,419,38
1527173075,556,404,40
1623129950,349,373,57

