MapId,Win Rate,Loss Rate,Draw Rate
1852331141,501,484,15
1494077132,504,407,89
496748410,201,135,664
32568449,423,529,48
1450915261,0,1,999
772966699,492,473,35
797254480,571,293,136
1600190053,293,364,343
874454455,236,45,719
180153110,436,515,49
1791705128,307,685,8
193458951,345,575,80
1850025239,82,224,694
201631750,105,15,880
2098985694,449,319,232
1437853160,1,0,999
2082009758,350,622,28
1980740121,496,445,59
793274026,347,596,57
922431375,465,275,260
935129127,752,178,70
2112418590,505,389,106
1847567949,394,583,23
2138102651,429,497,74
1186295053,506,485,9
306925321,452,543,5
430450492,681,302,17
1950130303,380,344,276
580219809,428,260,312
1298712928,316,679,5
740168233,614,322,64
113111496,286,694,20
124297365,176,91,100

